Date,T2M,WS2M,QV2M,RH2M,PREC,PS,SWRD
05/04/17,27.42,2.27,19.04,83.81,7.07,100.41,6.36
06/04/17,27.67,2.45,19.41,84.25,5.66,100.34,5.95
07/04/17,27.55,2.55,19.47,84.81,8.26,100.26,6.38
08/04/17,26.96,2.27,19.41,87.19,8.32,100.28,6.51
09/04/17,26.73,2.14,19.23,87.56,8.78,100.33,6.59
10/04/17,27.1,2.06,18.92,84.62,2.84,100.29,6.55
11/04/17,27.01,2.66,19.35,86.88,1.08,100.29,5.77
12/04/17,26.68,2.25,19.78,90.25,2.5,100.33,6.48
13/04/17,27.16,2.81,19.9,88.38,1.57,100.36,6.72
14/04/17,27.32,2.62,19.96,88.12,1.1,100.41,6.66
15/04/17,28.15,1.85,19.41,82.31,0.7,100.39,6.71
16/04/17,27.29,1.98,19.47,86.06,6.17,100.43,6.8
17/04/17,27.74,1.56,19.04,82.06,3.16,100.36,7.02
18/04/17,27.56,1.84,19.47,84.56,7.9,100.32,6.44
19/04/17,27.86,1.88,19.29,82.56,3.83,100.26,6.22
20/04/17,27.42,2.34,20.2,88.31,9.33,100.29,6.05
21/04/17,27.03,2.19,19.96,89.44,12.3,100.41,6.53
22/04/17,27.02,2.42,19.23,86.31,2.22,100.47,6.56
23/04/17,27.62,2.06,18.74,81.81,0.97,100.49,6.7
24/04/17,27.26,2.6,19.53,86.44,8.56,100.52,6.76
25/04/17,27.22,2.29,20.02,88.69,8.71,100.47,6.69
26/04/17,26.94,1.8,19.41,87.31,3.24,100.45,6.41
27/04/17,27.45,1.62,18.68,82.19,1.39,100.51,6.72
28/04/17,26.96,1.92,19.23,86.56,2.32,100.57,6.82
29/04/17,27.16,1.99,19.9,88.44,5.47,100.53,6.78
30/04/17,27.04,1.91,19.35,86.81,1.11,100.48,6.89
01/05/17,27.12,1.97,19.47,86.75,5.58,100.46,6.97
02/05/17,27.32,2.3,19.35,85.38,4.52,100.39,6.8
03/05/17,26.74,1.93,19.1,87.06,4.73,100.39,6.71
04/05/17,26.29,2.08,18.86,88.06,10.7,100.42,6.75
05/05/17,27.16,1.61,18.19,81.44,2.48,100.52,6.84
06/05/17,27.4,1.88,18.74,82.5,0.84,100.44,6.78
07/05/17,27.33,2.3,19.78,87.19,3.11,100.39,6.63
08/05/17,27.54,1.8,19.53,85,2.72,100.36,6.67
09/05/17,27.44,2.38,19.53,85.56,2.51,100.34,6.37
10/05/17,27.71,2.37,19.71,85.06,2.55,100.37,6.52
11/05/17,27.06,2.16,20.26,90.38,16.5,100.47,6.66
12/05/17,26.87,1.73,19.47,88,9.97,100.52,6.85
13/05/17,27.36,1.02,18.92,83.38,5.6,100.55,6.76
14/05/17,26.97,2.57,20.02,90,11.08,100.52,6.59
15/05/17,26.67,2.27,19.71,90.12,9.61,100.56,6.58
16/05/17,26.62,2.73,19.78,90.62,9.48,100.59,6.55
17/05/17,26.62,2.49,19.29,88.69,11.23,100.53,6.77
18/05/17,26.92,2.71,19.1,86.31,5.81,100.46,6.8
19/05/17,27.28,2.09,19.04,84.25,3.58,100.51,6.89
20/05/17,27.23,1.69,19.04,84.44,6.86,100.63,6.78
21/05/17,27.12,1.23,18.98,84.88,5.28,100.58,6.7
22/05/17,27.09,2.4,19.59,87.5,6.37,100.45,6.31
23/05/17,27,2.51,20.02,89.69,6.6,100.44,6.53
24/05/17,26.69,2.46,19.71,90.06,10.53,100.55,6.26
25/05/17,25.86,2.16,18.25,87.75,6.24,100.68,6.49
26/05/17,25.56,1.59,17.46,85.5,1.11,100.74,6.42
27/05/17,26.08,1.62,17.76,84.56,2.81,100.72,6.57
28/05/17,26.98,1.48,18.31,82.75,1.16,100.74,6.7
29/05/17,26.94,1.88,19.1,86.19,0.84,100.66,6.3
30/05/17,26.67,2.62,19.47,89.19,2.02,100.66,6.46
31/05/17,26.62,1.71,18.92,87.19,5.95,100.74,6.61
01/06/17,26.73,1.42,18.13,83.31,1.27,100.75,6.57
02/06/17,26.62,2.35,19.1,87.94,5.25,100.74,6.54
03/06/17,26.25,2.38,19.59,92,24.99,100.68,6.28
04/06/17,25.93,2.12,19.04,91.06,8.42,100.65,6.57
05/06/17,26.57,2.67,19.23,88.62,9.34,100.61,6.65
06/06/17,26.26,2.01,18.86,88.69,5.04,100.65,6.57
07/06/17,26.54,1.89,18.8,86.75,2.86,100.64,6.6
08/06/17,27.07,1.7,19.29,86.25,5.59,100.45,6.52
09/06/17,26.88,2.42,19.71,89,7.78,100.42,6.5
10/06/17,26.62,2.79,19.84,90.81,16.94,100.5,6.36
11/06/17,25.87,2.72,19.41,92.88,21.88,100.54,6.24
12/06/17,25.66,2.2,18.86,91.56,37.97,100.63,5.91
13/06/17,25.61,3.19,18.49,90.12,15.24,100.61,6.39
14/06/17,25.69,2.41,18.55,90.12,6.92,100.67,6.36
15/06/17,25.63,3.03,18.31,89.31,5.74,100.64,6.38
16/06/17,25.52,3,17.94,87.94,10.12,100.67,6.38
17/06/17,25.46,2.2,17.88,88,3.17,100.6,6.31
18/06/17,25.44,1.94,17.94,88.31,5.6,100.52,6.33
19/06/17,25.7,2.62,18.37,89.06,10.51,100.58,6.32
20/06/17,25.3,3.14,18.43,91.44,17.43,100.63,6.25
21/06/17,25.33,2.1,17.33,86.06,3.27,100.66,6.33
22/06/17,26.05,1.15,17.52,83.62,0.9,100.65,6.47
23/06/17,25.46,1.93,18.55,91.19,6.36,100.58,6.33
24/06/17,25.52,2.92,18.74,91.81,25.93,100.51,6.2
25/06/17,25.91,2.9,18.19,87.38,1.47,100.55,6.34
26/06/17,24.83,1.96,17.7,90.44,3.18,100.61,6.33
27/06/17,25.44,1.79,18.43,90.81,8.22,100.66,6.4
28/06/17,25.43,2.52,18.49,91.25,5.26,100.73,6.29
29/06/17,24.71,2.31,17.88,92,9.5,100.76,6.51
30/06/17,24.9,1.95,17.76,90.5,4.47,100.81,6.42
01/07/17,25.2,2.48,18.07,90.38,7,100.78,6.49
02/07/17,24.73,2.69,18.07,92.81,10.61,100.73,6.46
03/07/17,24.85,2.55,17.94,91.69,4.79,100.77,6.23
04/07/17,25.31,2.57,18.01,89.69,5.47,100.76,6.2
05/07/17,25.08,3.51,17.58,88.75,4.67,100.78,6.38
06/07/17,24.63,2.68,17.27,89.5,5.96,100.85,6.43
07/07/17,24.67,2.3,17.52,90.5,4.89,100.81,6.56
08/07/17,24.96,2.84,17.58,89.5,5.06,100.78,6.52
09/07/17,24.88,3.16,17.33,88.56,8.53,100.8,6.58
10/07/17,24.58,3.35,16.3,85,0.27,100.84,6.64
11/07/17,24.24,2.73,15.44,82.62,0.02,100.93,6.85
12/07/17,24.04,2.12,15.26,82.56,0.02,100.97,6.99
13/07/17,24.16,2.27,15.38,82.38,0.02,100.9,6.76
14/07/17,24.46,2.37,16.05,84.38,0.07,100.78,6.5
15/07/17,24.69,2.57,16.97,87.81,1.38,100.79,6.31
16/07/17,24.65,2.74,16.66,86.44,1.15,100.83,6.32
17/07/17,24.8,2.54,16.91,87,0.7,100.72,6.4
18/07/17,24.79,2.97,17.15,88.19,1.07,100.74,6.48
19/07/17,24.89,2.94,17.64,90.06,2.48,100.9,6.39
20/07/17,25.05,2.8,17.52,88.69,1.02,100.83,6.34
21/07/17,25.37,3.09,17.88,88.88,0.82,100.69,6.28
22/07/17,25.28,3.34,17.64,88.12,1.14,100.75,6.23
23/07/17,24.68,3.87,17.15,88.75,0.78,100.8,6.34
24/07/17,24.34,3.09,16.72,88.62,0.76,100.88,6.48
25/07/17,24.58,3.39,16.91,88.31,0.7,100.79,6.52
26/07/17,24.63,3.37,17.27,89.5,1.07,100.66,6.6
27/07/17,24.66,3.23,17.21,89.25,0.79,100.62,6.78
28/07/17,24.62,3.02,17.03,88.5,0.33,100.68,6.53
29/07/17,24.13,2.73,16.66,89.06,0.31,100.79,6.67
30/07/17,24.54,2.47,16.72,87.69,0.71,100.8,6.74
31/07/17,24.62,2.91,16.91,88,1.42,100.73,6.77
01/08/17,24.67,2.94,17.15,88.75,1.78,100.74,6.74
02/08/17,24.27,3.38,17.27,91.56,3.43,100.84,6.75
03/08/17,24.2,3.18,16.42,87.81,1.73,100.9,6.66
04/08/17,24.29,2.76,16.42,87.25,0.29,100.8,6.45
05/08/17,24.2,3.41,16.6,88.44,0.86,100.73,6.48
06/08/17,23.85,3.34,16.11,87.69,0.7,100.75,6.68
07/08/17,24.31,1.99,16.36,87.19,0.25,100.84,6.59
08/08/17,24.3,2.85,16.6,88.19,0.41,100.79,6.55
09/08/17,24.5,3,16.66,87.31,0.93,100.78,6.71
10/08/17,24.44,2.62,16.6,87.44,0.5,100.76,6.76
11/08/17,24.76,2.59,16.85,87.31,0.94,100.76,6.63
12/08/17,24.95,2.59,16.91,86.44,0.95,100.73,6.61
13/08/17,24.73,3.02,17.15,88.69,2.63,100.63,6.63
14/08/17,24.73,2.96,16.97,87.69,2.01,100.62,6.62
15/08/17,24.33,3.63,16.3,86.12,1.22,100.68,6.5
16/08/17,24.08,2.88,15.44,83.25,0.15,100.75,6.47
17/08/17,24.2,2.8,15.81,84.5,0.13,100.62,5.79
18/08/17,24.13,3.74,16.24,87,1.4,100.46,6.62
19/08/17,24.17,3.36,15.81,84.62,0.61,100.61,6.95
20/08/17,24.37,2.46,15.75,83.75,0.16,100.77,6.83
21/08/17,24.55,3.02,16.05,84.25,0.26,100.7,6.52
22/08/17,24.55,3.61,16.05,84.06,1,100.67,6.52
23/08/17,24.48,2.62,15.93,84.12,0.13,100.64,6.42
24/08/17,24.65,2.66,16.24,84.69,0.5,100.65,6.19
25/08/17,25.12,2.98,16.85,85.38,4.46,100.59,6.71
26/08/17,24.65,2.77,17.33,89.75,31.28,100.56,6.58
27/08/17,24.44,2.92,16.72,87.88,1.74,100.7,6.99
28/08/17,24.86,1.99,16.48,85.06,0.53,100.71,6.95
29/08/17,24.65,2.47,17.09,88.62,1.15,100.67,6.71
30/08/17,24.8,3.68,17.03,87.69,1.36,100.74,6.41
31/08/17,24.66,3.25,16.72,86.94,0.75,100.7,6.66
01/09/17,24.84,2.73,16.54,85.25,0.56,100.75,6.73
02/09/17,24.66,3.12,16.6,86.5,1.83,100.79,6.73
03/09/17,24.54,2.76,16.17,84.94,1.39,100.78,6.73
04/09/17,24.51,3.06,16.36,85.88,1.02,100.76,6.97
05/09/17,24.9,2.06,16.72,85.94,1.14,100.73,6.91
06/09/17,25.15,2.88,17.09,86.31,3.18,100.68,6.88
07/09/17,24.26,3.64,16.91,89.62,7.24,100.61,6.84
08/09/17,24.36,2.52,16.78,88.5,1.29,100.59,6.82
09/09/17,24.92,1.99,16.6,85.25,1.03,100.64,6.93
10/09/17,25.12,2.07,16.78,85.12,1,100.61,6.88
11/09/17,25.05,2.27,17.27,87.69,2.2,100.58,6.93
12/09/17,24.79,2.78,17.4,89.44,4.15,100.62,6.98
13/09/17,25.27,2.63,16.66,83.94,0.27,100.76,6.93
14/09/17,25.59,2.26,16.66,82.62,0.3,100.69,6.64
15/09/17,25.8,3.2,17.15,83.62,0.67,100.66,6.78
16/09/17,25.67,3.32,16.97,83.31,0.58,100.67,7.03
17/09/17,25.55,3.2,16.54,82.06,0.46,100.75,7.04
18/09/17,25.55,2.79,16.3,81,0.69,100.81,7
19/09/17,25.65,2.66,16.48,81.44,0.76,100.69,6.77
20/09/17,25.74,3.23,16.91,82.75,1.04,100.59,6.92
21/09/17,25.87,3.22,17.03,82.81,1.03,100.64,6.73
22/09/17,25.2,3.73,17.15,86.19,2.3,100.66,6.76
23/09/17,25.61,3.1,16.66,82.44,2.77,100.75,6.91
24/09/17,25.69,1.39,16.85,82.88,8.28,100.69,6.89
25/09/17,25.69,1.93,17.15,83.88,1.25,100.54,6.87
26/09/17,25.94,2.09,17.64,85,8.73,100.49,6.8
27/09/17,25.39,2.25,18.13,89.69,7.73,100.48,6.86
28/09/17,26.05,2.42,18.13,86.62,8.3,100.59,6.79
29/09/17,25.64,2.42,18.25,89,24.16,100.55,6.75
30/09/17,25.1,2.34,18.13,91,4.96,100.48,6.95
01/10/17,26.01,2.01,17.7,85,1.46,100.49,6.77
02/10/17,26.31,1.88,17.7,83.38,0.51,100.48,7.01
03/10/17,26.4,1.89,17.94,84,6.28,100.44,6.82
04/10/17,25.71,2.2,18.07,87.88,14,100.61,6.7
05/10/17,25.87,2.05,18.13,87.56,8.85,100.56,6.67
06/10/17,25.84,2.96,18.49,89,16.01,100.51,6.82
07/10/17,25.35,2.91,18.25,90.38,21.58,100.49,6.82
08/10/17,24.86,2.34,17.94,91.44,21.09,100.53,6.76
09/10/17,25.92,1.37,17.82,85.75,3.7,100.51,6.87
10/10/17,25.61,2.55,18.43,89.94,5.67,100.49,6.81
11/10/17,25.64,2.66,18.13,88.56,6.84,100.57,6.78
12/10/17,25.4,2.27,17.88,88.56,4.03,100.64,6.64
13/10/17,25.39,2.09,18.43,90.94,9.8,100.56,6.29
14/10/17,25.6,2.3,18.19,89.06,14.87,100.55,6.67
15/10/17,25.66,2.55,18.25,88.94,27.6,100.62,6.69
16/10/17,26.19,1.56,18.37,87.06,12.97,100.7,6.44
17/10/17,26.01,2.2,18.68,89.31,9.74,100.74,6.5
18/10/17,26.05,2.09,18.62,88.56,1.49,100.69,6.38
19/10/17,25.38,2.23,18.25,90.31,2.01,100.7,6.32
20/10/17,26.15,1.65,18.25,86.69,2.13,100.63,6.39
21/10/17,26.34,2.1,18.68,87.62,2.14,100.66,6.46
22/10/17,26.08,2.49,18.55,88.19,1.66,100.7,6.61
23/10/17,26.41,1.8,18.74,87.38,4.08,100.57,6.51
24/10/17,26.65,1.97,19.17,87.88,5.05,100.46,6.64
25/10/17,26.22,2.43,18.98,89.12,5.11,100.47,6.57
26/10/17,26.47,1.98,18.92,87.75,3.74,100.53,6.51
27/10/17,26.51,1.61,19.04,88.12,8.75,100.53,6.53
28/10/17,26.26,2.2,18.98,89,5.21,100.47,6.53
29/10/17,26.05,1.73,18.43,87.62,4.09,100.47,6.51
30/10/17,26.56,1.49,18.49,85.38,2.65,100.38,6.38
31/10/17,26.48,1.95,18.8,87.19,2.93,100.47,6.06
01/11/17,26.26,1.55,18.8,88.31,3.58,100.52,6
02/11/17,26.12,1.77,18.8,88.88,3.9,100.55,5.97
03/11/17,26.41,1.84,18.49,86.06,1.93,100.49,6.33
04/11/17,26.17,2.42,18.86,89,9.02,100.57,6.49
05/11/17,26.26,1.81,18.49,86.94,8.29,100.54,6.44
06/11/17,25.79,2.16,18.43,88.75,22.17,100.43,6.3
07/11/17,26.85,0.98,17.82,81.19,7.04,100.33,6.18
08/11/17,26.34,1.44,18.19,85.06,2.2,100.41,6.18
09/11/17,26.33,2,18.62,86.81,2.53,100.45,6.04
10/11/17,26.69,1.6,18.49,84.88,2.32,100.46,6.21
11/11/17,26.19,1.7,18.68,87.81,1.3,100.41,6.31
12/11/17,26.66,1.71,18.98,86.81,3.84,100.33,6.28
13/11/17,26.88,1.66,18.8,85.06,2.96,100.33,6.12
14/11/17,26.83,1.96,18.98,86.19,7.67,100.3,6.15
15/11/17,25.71,2.71,19.29,93,8.67,100.33,6
16/11/17,25.67,2.01,18.92,91.75,10.93,100.42,5.92
17/11/17,25.48,1.75,18.25,89.5,4.08,100.42,6.02
18/11/17,25.8,1.85,18.49,89.06,2.17,100.39,6.06
19/11/17,25.94,2.16,18.8,89.69,3.09,100.37,6.19
20/11/17,26.3,1.62,18.49,86.69,2.33,100.46,6.13
21/11/17,27.17,1.21,17.94,80.31,0.83,100.43,6.24
22/11/17,26.2,1.77,18.8,88.56,12.72,100.44,6.05
23/11/17,25.75,1.96,18.74,90.44,11.98,100.49,6.11
24/11/17,26.08,1.81,18.07,85.94,13.75,100.54,5.93
25/11/17,26.01,1.52,18.19,87,9.71,100.58,5.93
26/11/17,26.07,1.5,18.37,87.44,8.45,100.6,6.16
27/11/17,26.19,1.5,17.94,85,0.44,100.68,6.17
28/11/17,26.44,1.29,17.46,81.88,0.09,100.63,6.07
29/11/17,26.39,1.34,17.76,83.5,0.31,100.58,6.06
30/11/17,26.69,1.39,17.88,82.5,0.39,100.61,5.83
01/12/17,26.97,1.45,18.31,83,0.24,100.48,5.93
02/12/17,26.77,1.67,18.49,84.44,0.9,100.45,6
03/12/17,26.69,1.79,18.31,84.25,0.56,100.46,5.9
04/12/17,26.86,1.57,18.49,84.25,0.7,100.52,5.78
05/12/17,26.88,1.33,18.62,84.56,0.77,100.45,5.67
06/12/17,27.07,1.7,18.98,85.19,1.06,100.3,5.81
07/12/17,26.6,2.02,19.17,87.94,4.42,100.29,5.64
08/12/17,26.6,1.93,18.92,87.12,5.43,100.37,5.77
09/12/17,26.67,1.73,18.55,85.25,2.96,100.45,5.89
10/12/17,26.41,1.12,17.03,79.69,1.97,100.43,4.83
11/12/17,25.71,1.38,14.59,71.62,0.36,100.45,4.19
12/12/17,26.19,1.09,14.83,70.06,0.07,100.48,4.64
13/12/17,26.86,1.45,18.31,83.38,1.24,100.45,4.5
14/12/17,26.81,1.51,18.92,86.19,2.36,100.5,4.74
15/12/17,26.77,2.2,19.04,86.94,2.93,100.49,5.15
16/12/17,26.78,1.93,18.92,86.19,5.14,100.45,5.09
17/12/17,26.64,2.54,18.86,86.62,3.23,100.48,5.12
18/12/17,26.69,2.77,19.17,88,2.14,100.43,5.32
19/12/17,26.1,2.42,19.1,90.44,5.07,100.44,5.15
20/12/17,25.91,2.11,19.04,90.94,9.03,100.41,5.25
21/12/17,25.89,1.91,18.74,89.75,10.57,100.49,5.3
22/12/17,25.92,1.66,16.54,80.12,6.07,100.57,5.6
23/12/17,24.98,2.02,13.67,70.94,0.35,100.56,5.61
24/12/17,24.44,1.85,13.67,73.31,0.01,100.45,5.72
25/12/17,25.3,1.41,15.56,78.38,0.03,100.41,5.49
26/12/17,26.36,1.34,17.03,80,0.13,100.39,5.26
27/12/17,26.14,1.45,17.52,83.75,0,100.42,4.93
28/12/17,26.28,1.86,18.13,85.69,0.01,100.44,4.27
29/12/17,26.38,1.66,18.13,85.31,0.01,100.49,4.64
30/12/17,26.63,1.53,17.88,83.19,0.01,100.57,4.67
31/12/17,26.01,1.84,16.78,81.19,0.02,100.56,5.1
01/01/18,26.21,1.49,17.27,82.44,0.06,100.48,5.14
02/01/18,26.42,1.2,17.21,81.25,0.06,100.41,5.29
03/01/18,26.38,1.45,16.3,77.31,0.08,100.53,5.26
04/01/18,26.2,1.5,16.17,77.44,0.06,100.64,4.5
05/01/18,26.69,1.17,16.72,77.81,0.03,100.62,4.58
06/01/18,26.38,2.36,17.4,81.75,0.44,100.55,4.92
07/01/18,26.47,2.77,17.7,82.88,1.61,100.5,5
08/01/18,26.5,1.94,17.58,82.31,1.94,100.58,5.1
09/01/18,26.8,1.85,17.88,82.38,1.17,100.58,4.96
10/01/18,26.51,1.66,17.58,82.62,0.53,100.57,5.53
11/01/18,26.66,1.72,17.15,80.44,0.11,100.55,5.47
12/01/18,26.55,2.38,16.91,79.94,0.12,100.55,5.73
13/01/18,26.29,2.14,15.62,75.88,0.01,100.49,5.76
14/01/18,26.5,1.84,17.03,80,0.05,100.46,5.62
15/01/18,26.69,2.27,17.58,81.62,0.09,100.51,5.53
16/01/18,26.22,2.49,17.82,84.38,0.3,100.58,5.55
17/01/18,26.31,1.85,17.76,83.75,0.11,100.5,5.47
18/01/18,27.18,2.02,18.13,82.12,0.2,100.43,5.31
19/01/18,27.13,2.09,18.07,82,0.16,100.45,5.62
20/01/18,27.02,2.12,17.7,80.75,0.14,100.44,5.92
21/01/18,27.22,2.36,17.52,79.44,0.52,100.43,5.95
22/01/18,26.87,2.25,17.7,81.44,0.52,100.43,5.72
23/01/18,26.99,2.29,17.88,81.12,0.97,100.4,5.71
24/01/18,27.51,1.48,16.72,75.25,0.53,100.37,5.37
25/01/18,26.38,1.21,16.91,79.5,1.06,100.39,5.31
26/01/18,27.25,1.66,16.66,75.56,0.1,100.34,5.64
27/01/18,27.08,2.07,17.4,78.88,0.23,100.34,5.33
28/01/18,27.3,2.23,17.52,78.56,0.24,100.34,5.39
29/01/18,27.83,1.9,17.15,75.38,0.21,100.37,5
30/01/18,27.95,1.97,17.27,75.88,0.05,100.29,5.26
31/01/18,27.99,2.23,18.13,78.25,0.09,100.21,5.48
01/02/18,28.19,2.51,18.25,77.81,0.06,100.19,5.57
02/02/18,28.26,2.72,18.37,78.06,0.11,100.25,5.62
03/02/18,28.26,1.76,18.19,77.38,0.17,100.24,5.05
04/02/18,29.06,2.23,18.13,74.38,0.15,100.17,5.16
05/02/18,28.32,2.48,19.04,80.44,4.67,100.21,5.5
06/02/18,28.08,2.87,19.35,82.31,6.85,100.25,5.49
07/02/18,28.39,2.71,19.23,80.75,10.07,100.22,5.24
08/02/18,28.39,3.56,19.35,81,6.44,100.27,5.62
09/02/18,28.11,3.65,18.49,78.88,4.18,100.32,5.62
10/02/18,28.4,2.7,18.25,76.94,0.53,100.16,5.91
11/02/18,28.26,2.95,18.55,78.56,2.56,100.24,6.13
12/02/18,28.28,2.05,18.07,77.19,0.65,100.3,5.92
13/02/18,28.26,2.15,18.43,78.31,1.16,100.34,5.97
14/02/18,28.18,2.15,18.13,77.69,1.53,100.36,5.61
15/02/18,28.29,2.19,18.13,77.31,3.25,100.37,5.15
16/02/18,28.55,3.23,18.49,77.75,1.09,100.36,4.99
17/02/18,28.12,3.36,19.1,81.31,6.08,100.31,5.81
18/02/18,27.27,3.18,19.35,85.56,8.25,100.31,5.99
19/02/18,27.05,1.55,17.88,81.06,6.13,100.31,5.97
20/02/18,26.15,2.43,18.86,89,25.45,100.32,5.66
21/02/18,26.33,2.8,18.13,84.94,2.83,100.3,6.17
22/02/18,26.62,2.64,18.31,84.56,2.2,100.23,6.57
23/02/18,26.43,2.82,18.68,86.88,6.67,100.23,6.52
24/02/18,26.53,2.96,18.68,86.56,12.54,100.43,6.63
25/02/18,26.53,1.96,17.88,83.19,27.39,100.52,6.38
26/02/18,25.87,2.03,17.82,85.88,5.7,100.58,6.27
27/02/18,26.23,2.8,17.76,83.94,8.22,100.57,6.51
28/02/18,26.84,1.91,18.01,82.25,3.65,100.57,6.54
01/03/18,26.05,2.7,18.19,86.62,10.04,100.62,6.3
02/03/18,26.47,1.84,17.94,83.62,2.95,100.54,6.71
03/03/18,26.86,2.38,18.68,85.19,2.08,100.45,6.86
04/03/18,26.59,3,18.62,86.19,10.06,100.44,6.95
05/03/18,26.05,2.64,18.62,88.5,10.61,100.42,6.84
06/03/18,26.68,2.44,18.37,84.69,4.78,100.4,6.89
07/03/18,26.98,2.59,18.43,83.38,4.29,100.5,6.97
08/03/18,26.76,2.39,18.19,83.38,3.63,100.55,6.82
09/03/18,27.01,2.68,18.68,84.31,5.06,100.56,6.52
10/03/18,26.87,2.79,19.1,86.62,7.48,100.54,6.43
11/03/18,27.23,3.19,19.41,86.06,5.6,100.5,6.63
12/03/18,26.99,2.7,19.1,86.25,2.23,100.55,6.79
13/03/18,26.94,2.45,19.04,86.19,1.94,100.56,6.74
14/03/18,27.23,2.55,18.98,84.5,0.48,100.47,6.76
15/03/18,27.46,3.11,19.17,84.31,2.18,100.41,6.99
16/03/18,27.25,3.17,19.35,85.88,3.9,100.39,6.66
17/03/18,26.19,3.16,18.86,88.56,3.08,100.43,6.62
18/03/18,26.59,2.52,17.21,80.06,0.87,100.36,6.75
19/03/18,26.69,2.7,18.43,84.44,0.43,100.39,6.75
20/03/18,26.88,2.62,18.98,86,1.09,100.41,6.78
21/03/18,26.73,2.77,18.98,87,1.63,100.53,6.96
22/03/18,26.75,2.16,18.98,86.88,4.79,100.54,6.62
23/03/18,26.64,2.3,19.47,89.25,10.18,100.42,6.74
24/03/18,27.4,1.29,17.94,79.62,5.78,100.31,6.67
25/03/18,26.16,1.1,18.25,85.94,6.79,100.37,6.78
26/03/18,26.39,2.36,18.68,87.19,12.48,100.47,6.47
27/03/18,26.94,2.39,19.17,86.69,0.11,100.5,6.07
28/03/18,26.43,2.54,19.1,88.75,0.98,100.39,5.94
29/03/18,26.9,2.54,19.23,87,1.08,100.33,5.96
30/03/18,27.13,1.63,19.29,86.06,1.43,100.32,6.44
31/03/18,27.37,2.03,19.53,86,1.83,100.31,6.68
01/04/18,27.19,2.45,19.59,86.88,4.65,100.25,5.11
02/04/18,26.66,2.73,19.59,89.44,10.16,100.19,3.87
03/04/18,26.91,2.8,19.1,86.31,1.54,100.18,4.09
04/04/18,27.26,2.29,19.1,84.75,2.55,100.24,4.82
05/04/18,26.66,2.13,19.53,89.19,6.65,100.19,4.94
06/04/18,26.52,2,19.59,90.12,4.15,100.17,5.98
07/04/18,26.63,2.73,18.62,85.38,5.27,100.29,5.75
08/04/18,26.04,2.74,17.4,82.75,6.27,100.46,5.85
09/04/18,26.47,1.95,17.21,80.56,0.79,100.49,6.52
10/04/18,25.79,2.49,17.46,84.38,1.61,100.56,6.36
11/04/18,26.7,1.95,17.21,79.31,0.22,100.41,7.02
12/04/18,26.92,2.32,18.43,83.5,1.91,100.4,6.96
13/04/18,26.95,2.84,19.1,86.31,5.94,100.49,6.77
14/04/18,26.89,2.94,18.92,85.88,3.21,100.62,6.96
15/04/18,26.62,2.14,18.86,86.75,2.89,100.63,6.71
16/04/18,27.39,1.87,19.47,85.81,7.46,100.54,6.76
17/04/18,27.05,2.66,19.71,88.25,9.27,100.58,6.9
18/04/18,26.78,2.45,19.59,89.25,8.36,100.64,6.45
19/04/18,26.67,2.55,19.04,87.19,5.21,100.59,7
20/04/18,26.38,2.72,19.53,90.88,7.32,100.52,6.65
21/04/18,26.87,2.12,18.68,84.88,3.56,100.45,6.71
22/04/18,26.84,2.44,18.31,83.31,3.9,100.49,6.84
23/04/18,26.78,2.32,18.86,86,4.06,100.49,7.08
24/04/18,26.98,2.46,18.92,85.5,1.96,100.53,6.68
25/04/18,26.97,2.48,19.35,87.12,2.33,100.53,6.59
26/04/18,26.78,2.01,19.23,87.44,2.06,100.52,6.79
27/04/18,27.48,1.64,18.55,81.88,2.23,100.47,6.8
28/04/18,27.4,2.45,18.92,83.31,1.96,100.5,6.64
29/04/18,26.69,2.95,19.47,89,5.61,100.52,6.56
30/04/18,26.97,1.95,18.74,84.56,1.91,100.5,6.81
01/05/18,27.05,2.18,18.98,85.31,2.86,100.5,6.77
02/05/18,27.25,2.59,19.35,85.94,1.65,100.47,6.73
03/05/18,26.73,2.35,19.53,88.88,4.44,100.46,6.91
04/05/18,26.83,1.76,18.37,83.62,3.32,100.47,6.76
05/05/18,26.98,2.32,18.8,85,2.87,100.49,6.89
06/05/18,26.3,2.78,18.86,88.5,4.23,100.63,6.73
07/05/18,27.25,2,18.07,80.81,0.68,100.56,6.81
08/05/18,26.87,2.65,18.86,85.69,4.16,100.48,6.66
09/05/18,26.37,2.47,19.04,88.56,6.15,100.43,6.55
10/05/18,26.3,2.34,18.98,88.62,8.69,100.48,6.63
11/05/18,26.01,1.96,18.01,86.06,32.45,100.61,6.42
12/05/18,26.02,1.93,17.94,85.81,6.12,100.61,6.58
13/05/18,26.32,2.04,17.76,83.5,3.09,100.57,6.79
14/05/18,26.51,2.13,18.55,86,3.08,100.5,6.92
15/05/18,26.15,2.47,18.49,87.38,4.49,100.54,6.81
16/05/18,26.59,2.03,18.49,85.25,3.79,100.5,6.36
17/05/18,26.12,2.29,18.74,88.56,17.47,100.56,6.39
18/05/18,26.37,2.34,18.31,85.5,3.2,100.53,6.43
19/05/18,26.55,1.76,17.7,81.94,1.44,100.58,6.55
20/05/18,26.25,2.42,18.55,87.31,4.47,100.53,6.56
21/05/18,26.4,2.27,18.92,87.94,3.28,100.48,6.47
22/05/18,26.59,2.1,19.17,88.19,4.16,100.52,6.5
23/05/18,26.2,2.01,19.71,92.56,19.78,100.59,6.62
